"","region","subtype","market","coveragetype","price","cluster"
"109639","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",170,7
"5478","CALIFORNIA","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",220,5
"90134","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",225,8
"92231","SOUTHEAST","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",602.75,9
"85290","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM",210,2
"27400","FLORIDA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",295,3
"47693","MIDWEST","EL HY MRL","EDUCATION / RELIGION","GOLD",160,1
"95650","SOUTHEAST","EL MACHINE ROOMLESS","OFFICE","PLATINUM",265,2
"58833","MIDWEST","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",390,2
"85284","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM",210,2
"73050","PACIFIC NORTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","BRONZE",67.69,3
"33195","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","GOLD",390,6
"111327","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",110,7
"87737","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",200,7
"43512","MID ATLANTIC","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM",399.5,5
"47258","MIDWEST","EL TR GEARED","MIXED USE BUILDINGS","GOLD",400,6
"29096","FLORIDA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",285,5
"56632","MIDWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",150,8
"48773","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",605.78,6
"59166","MIDWEST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",650,8
"60829","NORTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",197.5,5
"53739","MIDWEST","EL TR GEARED","OFFICE","PLATINUM",300,2
"109678","SOUTHWEST","EL HYDRAULIC","RETAIL","GOLD",150,1
"80915","PACIFIC NORTHWEST","EL TR GEARED","HOTEL / RESTAURANT","GOLD",350,6
"1758","CALIFORNIA","EL HY IN-GROUND","OFFICE","BRONZE",90,4
"106897","SOUTHWEST","EL HY TELESCOPIC","MIXED USE BUILDINGS","GOLD",126.84,7
"68543","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",228,7
"20945","FLORIDA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",165,8
"16980","CENTRAL","EL TR GEARED","INDUSTRIAL","BRONZE",367.04,6
"100200","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",150,1
"34275","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",405,8
"11302","CENTRAL","EL HYDRAULIC","OFFICE","BRONZE",110,4
"20738","FLORIDA","EL TR GEARED","OFFICE","PLATINUM PREMIERE",700,9
"19467","FLORIDA","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",504.28,2
"36667","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",277,7
"32232","MID ATLANTIC","EL TR GEARED","OFFICE","GOLD",300,6
"12110","CENTRAL","EL TR GEARED","INDUSTRIAL","BRONZE",67.15,6
"109867","SOUTHWEST","EL HY TWIN POST","EDUCATION / RELIGION","GOLD",165,1
"48911","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",605.78,6
"7517","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",253,7
"109044","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",125,1
"45731","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",57003.69,2
"103028","SOUTHWEST","EL HYDRAULIC","INDUSTRIAL","BRONZE",3769.23,8
"79907","PACIFIC NORTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",285,8
"8114","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",215,7
"94675","SOUTHEAST","EL HOMELIFT","EDUCATION / RELIGION","PLATINUM PREMIERE",155.17,1
"35526","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",219.97,5
"37875","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",224.74,5
"56589","MIDWEST","EL HY MRL","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",195,4
"50727","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",137.93,4
"106257","SOUTHWEST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",372.55,6
"8159","CALIFORNIA","EL HY TWIN POST","HOSPITAL / HEALTHCARE","GOLD",220,7
"934","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",163.19,7
"41380","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","GOLD",541.55,6
"82613","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",161.38,1
"85712","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",270.84,5
"63087","NORTHEAST","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",307.61,6
"71536","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",582.5,8
"5846","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",75,1
"58360","MIDWEST","EL TR GEARED","OFFICE","PLATINUM",250,2
"66237","NORTHEAST","EL HYDRAULIC","OFFICE","GOLD",210,4
"67289","NORTHEAST","EL TR GEARLESS","EDUCATION / RELIGION","PLATINUM PREMIERE",816.25,9
"89997","SOUTH","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",516.33,2
"111726","SOUTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",250,7
"105780","SOUTHWEST","EL MR HIGH","AIRPORT","PLATINUM PREMIERE",42713.84,9
"84082","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM",315,2
"57974","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",466,4
"39677","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",180,5
"106197","SOUTHWEST","EL MACHINE ROOMLESS","MIXED USE BUILDINGS","PLATINUM",403.81,8
"101960","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",102.6,1
"28064","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",120,5
"42304","MID ATLANTIC","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",669.69,8
"16832","CENTRAL","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",38.81,5
"110251","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",86,1
"69112","NORTHEAST","EL TR GEARED","OFFICE","PLATINUM PREMIERE",353.63,9
"57256","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",225,4
"68960","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",575,9
"20698","FLORIDA","EL MR MED","OFFICE","GOLD",661.63,4
"50598","MIDWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",190,4
"26934","FLORIDA","EL TR GEARED","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",425,3
"100681","SOUTHEAST","EL TR GEARED","OFFICE","GOLD",365,6
"61748","NORTHEAST","EL TR GEARLESS","MIXED USE BUILDINGS","PLATINUM",1450.91,9
"105606","SOUTHWEST","EL MACHINE ROOMLESS","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",525,2
"111681","SOUTHWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",227,5
"30018","FLORIDA","EL HY IN-GROUND","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",252,3
"35029","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",234,5
"28976","FLORIDA","EL TR GEARED","OFFICE","PLATINUM PREMIERE",331.21,3
"4134","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","GOLD",240.29,7
"23103","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","GOLD",234.79,7
"45668","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",57003.69,5
"67941","NORTHEAST","EL TR GEARLESS","HOTEL / RESTAURANT","PLATINUM PREMIERE",860,9
"49535","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",170,4
"20903","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",160,5
"87719","SOUTH","EL TR GEARED","OFFICE","PLATINUM",900,2
"45915","MIDWEST","EL HY TELESCOPIC","HOTEL / RESTAURANT","BRONZE",50,4
"88920","SOUTH","EL HY MRL","OFFICE","GOLD",160,4
"100461","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",178,1
"44850","MIDWEST","EL HY IN-GROUND","OFFICE","GOLD",135,4
"23007","FLORIDA","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",698.95,2
"19441","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",244.26,5
"59651","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",205,7
"16296","CENTRAL","EL HY MRL","ENTERTAINMENT / LEISURE","GOLD",200,4
"109756","SOUTHWEST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",301,6
"23633","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",282,3
"92106","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",200,7
"73674","PACIFIC NORTHWEST","EL TR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",550,9
"47314","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",85,4
"88280","SOUTH","EL HY TWIN POST","OFFICE","GOLD",1756.52,2
"61203","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",215.37,7
"792","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",230,7
"50769","MIDWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM",500,8
"14922","CENTRAL","EL HYDRAULIC","OFFICE","BRONZE",70.83,4
"102656","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",192,1
"16389","CENTRAL","EL HY TELESCOPIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",295,3
"37128","MID ATLANTIC","EL MACHINE ROOMLESS","EDUCATION / RELIGION","PLATINUM PREMIERE",268.8,5
"42225","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",197.43,5
"43481","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",385,5
"12107","CENTRAL","EL HYDRAULIC","INDUSTRIAL","BRONZE",67.15,1
"59709","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",56.99,1
"10643","CENTRAL","EL HY MRL","EDUCATION / RELIGION","GOLD",175,1
"11311","CENTRAL","EL HYDRAULIC","MIXED USE BUILDINGS","BRONZE",65.47,7
"49121","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",273.51,4
"26489","FLORIDA","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",198,3
"44486","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",135,1
"88784","SOUTH","EL TR GEARLESS","OFFICE","BRONZE",125,2
"28400","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM",261.9,5
"70638","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",395.96,9
"10690","CENTRAL","EL HYDRAULIC","OFFICE","PLATINUM",280.18,8
"109487","SOUTHWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",500,2
"75370","PACIFIC NORTHWEST","EL TR GEARED","OFFICE","PLATINUM",435,2
"51387","MIDWEST","EL TR GEARED","OFFICE","GOLD",485,4
"67811","NORTHEAST","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",679.3,9
"49097","MIDWEST","EL TR GEARLESS","EDUCATION / RELIGION","GOLD",605.78,4
"109679","SOUTHWEST","EL HYDRAULIC","RETAIL","GOLD",150,1
"13652","CENTRAL","EL TR GEARLESS","OFFICE","PLATINUM PREMIERE",615.82,9
"2206","CALIFORNIA","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",442.85,2
"96507","SOUTHEAST","EL HYDRAULIC","OFFICE","BRONZE",85,1
"6417","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",16400,2
"62368","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","GOLD",520.24,9
"26520","FLORIDA","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM",282.51,6
"70545","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",479.15,8
"62890","NORTHEAST","EL MACHINE ROOMLESS","OFFICE","BRONZE",90,4
"67836","NORTHEAST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM PREMIERE",1200,9
"106988","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",126.84,1
"111581","SOUTHWEST","EL HY MRL","EDUCATION / RELIGION","PLATINUM",150,5
"107141","SOUTHWEST","EL HY IN-GROUND","EDUCATION / RELIGION","PLATINUM",127,5
"59368","NORTHEAST","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",142,4
"86246","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",519,7
"19845","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",259.62,1
"38670","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",390,8
"58055","MIDWEST","EL TR GEARLESS","HOSPITAL / HEALTHCARE","GOLD",466,6
"27759","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",170,1
"95728","SOUTHEAST","EL TR GEARLESS","OFFICE","GOLD",394.42,4
"51093","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",229.38,4
"5181","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",275,7
"71295","NORTHEAST","EL HY MRL","HOSPITAL / HEALTHCARE","PLATINUM",250,5
"96203","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",65,1
"106824","SOUTHWEST","EL HY TWIN POST","HOSPITAL / HEALTHCARE","GOLD",176,6
"26588","FLORIDA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",157,7
"74246","PACIFIC NORTHWEST","EL TR GEARED","OFFICE","PLATINUM",513.6,2
"38962","MID ATLANTIC","EL HY TWIN POST","RETAIL","GOLD",200,4
"13539","CENTRAL","EL MACHINE ROOMLESS","OFFICE","PLATINUM PREMIERE",615.82,9
"108712","SOUTHWEST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",230,6
"77021","PACIFIC NORTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",8185.62,3
"63689","NORTHEAST","EL MACHINE ROOMLESS","OFFICE","GOLD",344.79,4
"17039","CENTRAL","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",260,7
"9903","CALIFORNIA","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM",700,2
"3108","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",13918.77,5
"7944","CALIFORNIA","EL HYDRAULIC","OFFICE","PLATINUM",250,7
"12269","CENTRAL","EL HY HOLELESS W/ ROPE","MIXED USE BUILDINGS","GOLD",250,7
"53363","MIDWEST","EL TR GEARLESS","HOTEL / RESTAURANT","PLATINUM",480,2
"26412","FLORIDA","EL MR LOW","HOSPITAL / HEALTHCARE","PLATINUM",504.4,3
"48824","MIDWEST","EL TR GEARED","EDUCATION / RELIGION","GOLD",605.78,6
"96965","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",242.1,1
"112904","SOUTHWEST","EL HYDRAULIC","HOTEL / RESTAURANT","PLATINUM PREMIERE",225.74,3
"98450","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",203.2,8
"1701","CALIFORNIA","EL HOMELIFT","OFFICE","BRONZE",280,7
"83074","SOUTH","EL HY TWIN POST","HOTEL / RESTAURANT","GOLD",175,4
"24229","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","PLATINUM",567.65,8
"21052","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM",180,4
"35113","MID ATLANTIC","EL HY MRL","HOSPITAL / HEALTHCARE","GOLD",235,6
"111454","SOUTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",236.35,5
"88450","SOUTH","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",210,1
"88522","SOUTH","EL TR GEARED","HOSPITAL / HEALTHCARE","GOLD",700,6
"90963","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM",265,2
"60425","NORTHEAST","EL HYDRAULIC","INDUSTRIAL","GOLD",173,4
"70906","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",331.88,5
"53961","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",240,5
"24076","FLORIDA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",256.87,1
"25310","FLORIDA","EL HY MRL","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",542.09,3
"12084","CENTRAL","EL HYDRAULIC","INDUSTRIAL","BRONZE",67.15,1
"100593","SOUTHEAST","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",200,4
"77275","PACIFIC NORTHWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",192,5
"28549","FLORIDA","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM",200,3
"47440","MIDWEST","EL HYDRAULIC","PRIVATE RESIDENTIAL - COMFORT","GOLD",200,4
"16925","CENTRAL","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",157.9,1
"80124","PACIFIC NORTHWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",75,5
"76318","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",180.57,4
"79524","PACIFIC NORTHWEST","EL HYDRAULIC","EDUCATION / RELIGION","BRONZE",92.85,1
"57466","MIDWEST","EL MR LOW","HOTEL / RESTAURANT","PLATINUM PREMIERE",350,3
"5297","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",250,7
"3764","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",285,5
"62921","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",250,7
"29225","FLORIDA","EL HYDRAULIC","OFFICE","PLATINUM PREMIERE",1243,3
"71344","NORTHEAST","EL HY TWIN POST","EDUCATION / RELIGION","PLATINUM",300,5
"68452","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",400,1
"111089","SOUTHWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",270,3
"88875","SOUTH","EL MR MED","OFFICE","MONITORING",61.4,2
"44091","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",156.54,1
"59841","NORTHEAST","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",177,4
"22188","FLORIDA","EL HY TWIN POST","EDUCATION / RELIGION","GOLD",175,1
"42","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",208,7
"83366","SOUTH","EL HYDRAULIC","OFFICE","PLATINUM",190,2
"96946","SOUTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM PREMIERE",450,9
"56956","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",294.34,4
"21024","FLORIDA","EL HY TWIN POST","EDUCATION / RELIGION","PLATINUM",190,5
"90990","SOUTH","EL HYDRAULIC","OFFICE","GOLD",170,4
"49766","MIDWEST","EL HYDRAULIC","OFFICE","BRONZE",60,4
"108890","SOUTHWEST","EL TR GEARED","OFFICE","PLATINUM",321,2
"94216","SOUTHEAST","EL TR GEARED","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",204.82,6
"82905","SOUTH","EL TR GEARLESS","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",435.3,3
"97369","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",123,1
"35819","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",137,1
"35778","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",220,5
"103438","SOUTHWEST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",660.69,9
"18137","CENTRAL","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",150,1
"67758","NORTHEAST","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",23850,9
"43645","MID ATLANTIC","EL HY MRL","EDUCATION / RELIGION","PLATINUM PREMIERE",416,5
"38671","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",390,8
"42018","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",460,2
"17999","CENTRAL","EL HL HYDRAULIC","OFFICE","PLATINUM",120,2
"27908","FLORIDA","EL TR GEARED","HOTEL / RESTAURANT","PLATINUM PREMIERE",525,9
"33983","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",200,5
"3114","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",13918.77,5
"53285","MIDWEST","EL HYDRAULIC","OFFICE","PLATINUM",205,4
"74069","PACIFIC NORTHWEST","EL TR GEARED","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",600,9
"3253","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",3520,7
"94444","SOUTHEAST","EL TR GEARED","OFFICE","GOLD",500,2
"41365","MID ATLANTIC","EL TR GEARED","EDUCATION / RELIGION","GOLD",541.55,6
"104129","SOUTHWEST","EL HYDRAULIC","INDUSTRIAL","GOLD",215,7
"13213","CENTRAL","EL TR GEARED","MIXED USE BUILDINGS","GOLD",284.11,6
"33232","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",140.29,1
"52272","MIDWEST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","PLATINUM PREMIERE",150,3
"54534","MIDWEST","EL TR GEARLESS","OFFICE","GOLD",265,4
"23444","FLORIDA","EL TR GEARLESS","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM PREMIERE",125,3
"87688","SOUTH","EL TR GEARED","OFFICE","PLATINUM",349,2
"22258","FLORIDA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",205,8
"15695","CENTRAL","EL HYDRAULIC","PRIVATE RESIDENTIAL - PREMIUM","PLATINUM",750.01,8
"52155","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",89.89,1
"70169","NORTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",250,1
"61257","NORTHEAST","EL MR LOW","EDUCATION / RELIGION","PLATINUM PREMIERE",433.33,9
"3688","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",285,7
"84248","SOUTH","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",250,2
"108278","SOUTHWEST","EL MACHINE ROOMLESS","EDUCATION / RELIGION","GOLD",76,1
"74585","PACIFIC NORTHWEST","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",250,7
"41222","MID ATLANTIC","EL MACHINE ROOMLESS","EDUCATION / RELIGION","PLATINUM PREMIERE",481,5
"69154","NORTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",500,9
"95614","SOUTHEAST","EL MR GEARLESS","OFFICE","GOLD",385,4
"92205","SOUTHEAST","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",403,8
"742","CALIFORNIA","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",336.59,5
"56508","MIDWEST","EL HY MRL","MIXED USE BUILDINGS","PLATINUM",160,8
"109854","SOUTHWEST","EL HY IN-GROUND","PRIVATE RESIDENTIAL - COMFORT","PLATINUM PREMIERE",250,6
"60759","NORTHEAST","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",457,9
"48540","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",605.78,4
"47374","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",135,4
"9109","CALIFORNIA","EL TR GEARED","HOTEL / RESTAURANT","BRONZE",345,6
"16254","CENTRAL","EL HYDRAULIC","OFFICE","GOLD",200,4
"46597","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",245,5
"5438","CALIFORNIA","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",549.74,5
"59838","NORTHEAST","EL TR GEARED","OFFICE","PLATINUM PREMIERE",365,9
"35586","MID ATLANTIC","EL TR GEARED","MIXED USE BUILDINGS","PLATINUM",170.94,5
"76501","PACIFIC NORTHWEST","EL HOMELIFT","EDUCATION / RELIGION","BRONZE",54.03,1
"107157","SOUTHWEST","EL HY IN-GROUND","EDUCATION / RELIGION","PLATINUM",127,5
"39437","MID ATLANTIC","EL MR BELTED","MIXED USE BUILDINGS","GOLD",441,7
"97078","SOUTHEAST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM PREMIERE",116.38,1
"45586","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",57003.69,5
"22318","FLORIDA","EL HY MRL","HOSPITAL / HEALTHCARE","GOLD",180,6
"109500","SOUTHWEST","EL TR GEARED","EDUCATION / RELIGION","PLATINUM",500,2
"16212","CENTRAL","EL TR GEARED","INDUSTRIAL","GOLD",1377.98,6
"54517","MIDWEST","EL HYDRAULIC","OFFICE","GOLD",265,4
"82697","SOUTH","EL HYDRAULIC","HOTEL / RESTAURANT","GOLD",500,7
"15042","CENTRAL","EL HY TWIN POST","HOTEL / RESTAURANT","PLATINUM PREMIERE",306.25,3
"3179","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM PREMIERE",235,7
"493","CALIFORNIA","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",147.4,7
"22135","FLORIDA","EL HYDRAULIC","PRIVATE RESIDENTIAL - PREMIUM","GOLD",165,1
"32822","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",200,7
"34023","MID ATLANTIC","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",215,5
"81606","PACIFIC NORTHWEST","EL HYDRAULIC","OFFICE","GOLD",260.22,4
"85979","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","GOLD",220,7
"54227","MIDWEST","EL HYDRAULIC","EDUCATION / RELIGION","GOLD",170,1
"44815","MIDWEST","EL TR GEARED","OFFICE","GOLD",308,4
"63536","NORTHEAST","EL HYDRAULIC","OFFICE","GOLD",250,4
"34115","MID ATLANTIC","EL HYDRAULIC","EDUCATION / RELIGION","PLATINUM",210,5
"84117","SOUTH","EL HYDRAULIC","MIXED USE BUILDINGS","PLATINUM",312.08,8
"94544","SOUTHEAST","EL HYDRAULIC","HOSPITAL / HEALTHCARE","GOLD",225,1
